English (en),Finnish (fi),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
ammonia,ammoniakki,0,0,0,0,1,0,0,0,0,0
ammunition,ammukset,0,0,0,0,0,0,0,0,0,0
amnesia,amnesia,0,1,0,0,0,0,0,0,0,0
amnesty,yleinen armahdus,1,0,0,0,0,0,1,0,0,0
amorphous,amorfinen,0,0,0,0,0,0,0,0,0,0
amortization,kuoletus,0,0,0,0,0,0,0,0,0,1
amount,määrä,0,0,0,0,0,0,0,0,0,0
amour,NO TRANSLATION,1,0,0,1,0,0,1,0,0,1
ampersand,et-merkki,0,0,0,0,0,0,0,0,0,0
amphetamines,amfetamiinit,0,1,0,0,1,0,0,0,0,0
amphibian,sammakkoeläin,0,0,0,0,0,0,0,0,0,0
amphibious,amfibinen,0,0,0,0,0,0,0,0,0,0
amphitheater,amfiteatteri,0,0,0,0,0,0,0,0,0,0
amplification,monistus,0,0,0,0,0,0,0,0,0,0
amplify,vahvistaa,0,0,0,0,0,0,0,0,0,0
amplitude,amplitudi,0,0,0,0,0,0,0,0,0,0
amply,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
amputation,amputaatio,0,0,0,0,0,0,0,0,0,0
amulet,amuletti,0,0,0,0,0,0,0,0,0,0
amuse,huvittaa,1,0,0,0,0,0,1,0,0,0
amused,huvittunut,1,0,0,0,0,0,1,0,0,0
amusement,huvi,1,0,0,0,0,0,1,0,0,0
amusing,huvittava,1,0,0,0,0,0,1,0,0,0
ana,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
anaconda,anaconda,0,1,0,0,1,1,0,0,0,0
anaesthesia,nukutus,0,0,0,0,0,0,0,0,0,0
anaesthetic,nukutusaine,0,0,0,0,0,0,0,0,0,0
anal,anaali-,0,1,0,0,0,0,0,0,0,0
analgesic,kipulääke,0,0,0,0,0,0,0,0,0,0
analogous,vastaava,0,0,0,0,0,0,0,0,0,0
analogue,analoginen,0,0,0,0,0,0,0,0,0,0
analogy,analogia,0,0,0,0,0,0,0,0,0,0
analysis,analyysi,0,0,0,0,0,0,0,0,0,0
analyst,analyytikko,1,0,0,1,0,0,0,0,0,1
analytic,analyyttinen,0,0,0,0,0,0,0,0,0,0
analyze,analysoida,0,0,0,0,0,0,0,0,0,0
analyzer,analysaattori,0,0,0,0,0,0,0,0,0,0
anarchism,anarkismi,0,1,1,0,0,1,0,0,0,0
anarchist,anarkisti,0,1,1,0,0,1,0,0,0,0
anarchy,anarkia,0,1,1,0,0,1,0,0,0,0
anastomosis,anastomosis,0,0,0,0,0,0,0,0,0,0
anathema,pannajulistus,0,1,1,0,1,1,0,1,0,0
anatomic,anatominen,0,0,0,0,0,0,0,0,0,0
anatomy,anatomia,0,0,0,0,0,0,0,0,0,0
ancestor,kantaisä,0,0,0,0,0,0,0,0,0,0
ancestral,esi-isiltä peritty,0,0,0,0,0,0,0,0,0,1
ancestry,syntyperä,0,0,0,0,0,0,0,0,0,0
anchor,ankkuri,1,0,0,0,0,0,0,0,0,0
anchorage,ankkurointi,1,0,0,0,0,0,0,1,0,0
ancient,muinainen,0,1,0,0,0,0,0,0,0,0
ancillary,avustavia,0,0,0,0,0,0,0,0,0,0
androgen,androgeenireseptorin,0,0,0,0,0,0,0,0,0,0
anemone,vuokko,0,0,0,0,0,0,0,0,0,0
anew,uudelleen,0,0,0,0,0,0,0,0,0,0
angel,enkeli,1,0,0,1,0,0,1,0,1,1
angelic,enkelimäinen,1,0,0,0,0,0,1,0,0,1
anger,suututtaa,0,1,1,0,0,0,0,0,0,0
angina,angina,0,1,0,0,0,1,0,0,0,0
angiography,angiografia,0,0,0,0,0,0,0,0,0,0
angle,kulma,0,0,0,0,0,0,0,0,0,0
angling,onkiminen,0,1,0,1,0,0,0,0,0,0
angry,suuttunut,0,1,1,0,1,0,0,0,0,0
anguish,ahdistus,0,1,1,0,0,1,0,1,0,0
angular,kulmikas,0,0,0,0,0,0,0,0,0,0
anhydrous,vedetön,0,0,0,0,0,0,0,0,0,0
animal,eläin,0,0,0,0,0,0,0,0,0,0
animate,elävöittää,1,0,0,0,0,0,0,0,0,0
animated,eloisa,1,0,0,0,0,0,1,0,0,0
animation,animaatio,0,0,0,0,0,0,0,0,0,0
animosity,vihamielisyys jtk kohtaan,0,1,1,0,1,1,0,1,0,0
animus,Animus,0,1,1,0,0,0,0,0,0,0
ankle,nilkka,0,0,0,0,0,0,0,0,0,0
annals,aikakirjat,0,0,0,0,0,0,0,0,0,0
annex,liite,0,0,0,0,0,0,0,0,0,0
annexation,liittämistä,0,0,0,0,0,0,0,0,0,0
annexe,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
annihilate,tuhota,0,1,1,0,0,1,0,0,0,0
annihilated,tuhotuksi,0,1,1,0,0,1,0,1,0,0
annihilation,tuhoaminen,0,1,1,0,0,1,0,1,0,0
annotate,muistiinpanoja,0,0,0,0,0,0,0,0,0,0
annotation,huomautus,0,0,0,0,0,0,0,0,0,0
announce,ilmoittaa,0,0,0,0,0,0,0,0,0,0
announcement,ilmoitus,0,0,0,1,0,0,0,0,0,0
annoy,ärsyttää,0,1,1,0,1,0,0,0,0,0
annoyance,ärsyttävyys,0,1,1,0,1,0,0,0,0,0
annoying,ärsyttävä,0,1,1,0,0,0,0,0,0,0
annuity,elinkorko,0,0,0,0,0,0,0,0,0,0
annul,peruuttaa,0,1,0,0,0,0,0,0,0,0
annular,rengasmainen,0,0,0,0,0,0,0,0,0,0
annulment,kumoaminen,0,1,0,0,0,0,0,1,0,0
annulus,annulus,0,0,0,0,0,0,0,0,0,0
anointing,voitelu,0,0,0,0,0,0,0,0,0,0
anomalous,poikkeava,0,0,0,0,0,0,0,0,0,0
anomaly,poikkeus,0,1,0,0,0,1,0,0,1,0
anon,Anon,0,0,0,0,0,0,0,0,0,0
anonymous,anonyymi,0,1,0,0,0,0,0,0,0,0
answer,vastaus,0,0,0,0,0,0,0,0,0,0
answerable,vastuussa,0,0,0,0,0,0,0,0,0,1
answering,puhelinvastaaja,0,0,0,0,0,0,0,0,0,0
ant,muurahainen,0,0,0,0,0,0,0,0,0,0
antagonism,antagonismi,0,1,1,0,0,0,0,0,0,0
antagonist,antagonisti,0,1,1,0,0,0,0,0,0,0
antagonistic,vihamielinen,0,1,1,0,1,0,0,0,0,0
ante,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
antecedent,edeltäjä,0,0,0,0,0,0,0,0,0,0
antelope,antilooppi,0,0,0,0,0,0,0,0,0,0
antenna,antenni,0,0,0,0,0,0,0,0,0,0
anterior,etu-,0,0,0,0,0,0,0,0,0,0
anthem,hymni,0,0,0,0,0,0,0,0,0,0
anthology,antologia,0,0,0,0,0,0,0,0,0,0
anthrax,pernarutto,0,1,0,0,1,1,0,1,0,0
anthropology,antropologia,0,0,0,0,0,0,0,0,0,0
antibiotic,antibiootti,0,0,0,0,0,0,0,0,0,0
antibiotics,antibiootit,1,0,0,0,0,0,0,0,0,0
antichrist,antikristus,0,1,1,0,1,1,0,0,0,0
anticipation,ennakointi,0,0,0,1,0,0,0,0,0,0
anticipatory,ennakoiva,0,0,0,1,0,0,0,0,0,0
antidote,vastamyrkky,1,0,0,1,0,0,0,0,0,1
antifungal,sienilääkkeet,1,0,0,0,0,0,0,0,0,1
antimony,antimoni,0,0,0,0,0,0,0,0,0,0
antipathy,antipatia,0,1,1,0,1,0,0,0,0,0
antiquarian,antikvaarinen,0,0,0,0,0,0,0,0,0,0
antiquated,vanhentunut,0,1,0,0,0,0,0,0,0,0
antique,antiikki-,1,0,0,0,0,0,0,0,0,0
antiquity,antiikin,0,0,0,0,0,0,0,0,0,0
antiseptic,antiseptinen,1,0,0,0,0,0,0,0,0,1
antisocial,ihmisiä vihaava,0,1,1,0,1,1,0,1,0,0
antithesis,antiteesi,0,1,1,0,0,0,0,0,0,0
antithetical,vastakkaisia,0,0,0,0,0,0,0,0,0,0
antiviral,viruslääke,0,0,0,0,0,0,0,0,0,0
antler,sakara,0,0,0,0,0,0,0,0,0,0
anvil,alasin,0,0,0,0,0,0,0,0,0,0
anxiety,levottomuus,0,1,1,1,0,1,0,1,0,0
anxious,ahdistunut,0,1,0,1,0,1,0,0,0,0
aorta,aortta,0,0,0,0,0,0,0,0,0,0
apace,nopeasti,0,0,0,0,0,0,0,0,0,0
apache,Apache,0,1,0,0,0,1,0,0,0,0
apartment,huoneisto,0,0,0,0,0,0,0,0,0,0
apathetic,apaattinen,0,1,0,0,0,0,0,1,0,0
apathy,apatia,0,1,0,0,0,0,0,1,0,0
ape,apina,0,0,0,0,0,0,0,0,0,0
aperture,aukko,0,0,0,0,0,0,0,0,0,0
apex,kärki,0,0,0,0,0,0,0,0,0,0
aphid,kirva,0,1,0,0,1,0,0,0,0,0
apiece,palanen,0,0,0,0,0,0,0,0,0,0
aplomb,itsevarmuus,1,0,0,0,0,0,0,0,0,0
apocalyptic,maailmanlopun,0,0,0,0,0,0,0,0,0,0
apologetic,anteeksipyytävä,1,0,0,0,0,0,0,0,0,1
apologist,uskonpuolustaja,0,0,0,0,0,0,0,0,0,0
apologize,pyydä anteeksi,1,0,0,0,0,0,0,1,0,1
apology,anteeksipyyntö,1,0,0,0,0,0,0,0,0,0
apostasy,luopuminen,0,0,0,0,0,0,0,0,0,0
apostate,luopio,0,0,0,0,0,0,0,0,0,0
apostle,apostoli,1,0,0,0,0,0,0,0,0,1
apostolic,apostolinen,0,0,0,0,0,0,0,0,0,1
apostrophe,heittomerkki,0,0,0,0,0,0,0,0,0,0
appalling,kauhistuttava,0,1,0,0,1,1,0,0,0,0
apparatus,laitteet,0,0,0,0,0,0,0,0,0,0
apparel,vaatteet,0,0,0,0,0,0,0,0,0,0
apparently,ilmeisesti,0,0,0,0,0,0,0,0,0,0
apparition,ilmestys,0,0,0,0,0,1,0,0,1,0
appeal,valitus,0,0,0,1,0,0,0,0,0,0
appearance,ulkomuoto,0,0,0,0,0,0,0,0,0,0
appease,lepyttää,0,0,0,0,0,0,0,0,0,0
appellant,valittaja,0,0,0,0,0,0,0,0,0,0
append,liittää,0,0,0,0,0,0,0,0,0,0
appendage,lisäke,0,0,0,0,0,0,0,0,0,0
appendicitis,umpilisäkkeen tulehdus,0,1,0,0,0,1,0,1,0,0
appendix,liite,0,0,0,0,0,0,0,0,0,0
appetite,ruokahalu,0,0,0,0,0,0,0,0,0,0
appetizer,alkupala,0,0,0,0,0,0,0,0,0,0
applause,suosionosoitukset,1,0,0,0,0,0,1,0,1,1
apple,omena,0,0,0,0,0,0,0,0,0,0
appliance,laite,0,0,0,0,0,0,0,0,0,0
appliances,kodinkoneet,0,0,0,0,0,0,0,0,0,0
applicability,sovellettavuus,0,0,0,0,0,0,0,0,0,0
applicable,sovelletaan,0,0,0,0,0,0,0,0,0,0
applicant,hakija,0,0,0,1,0,0,0,0,0,0
application,hakemus,0,0,0,0,0,0,0,0,0,0
apply,Käytä,0,0,0,0,0,0,0,0,0,0
appoint,nimittää,0,0,0,0,0,0,0,0,0,0
appointment,nimittäminen,0,0,0,0,0,0,0,0,0,0
appointments,nimitykset,0,0,0,0,0,0,0,0,0,0
apportion,jakaa,0,0,0,0,0,0,0,0,0,0
apportionment,jako,0,0,0,0,0,0,0,0,0,0
appraise,arvioida,0,0,0,0,0,0,0,0,0,0
appreciable,tuntuva,0,0,0,0,0,0,0,0,0,0
appreciation,arvostus,1,0,0,0,0,0,1,0,0,1
apprehend,pidättää,0,0,0,0,0,1,0,0,0,0
apprehension,pelko,0,1,0,0,0,1,0,0,0,0
apprehensive,levoton,0,1,0,1,0,1,0,0,0,0
apprentice,oppipoika,0,0,0,0,0,0,0,0,0,1
apprenticeship,oppisopimus,0,0,0,0,0,0,0,0,0,0
approach,lähestyä,0,0,0,0,0,0,0,0,0,0
approaching,lähestyy,0,0,0,1,0,0,0,0,0,0
approbation,suostumus,1,0,0,0,0,0,0,0,0,1
appropriation,määräraha,0,1,0,0,0,0,0,0,0,0
approval,hyväksyminen,1,0,0,0,0,0,0,0,0,0
approve,hyväksyä,1,0,0,0,0,0,1,0,0,1
approving,hyväksyvä,1,0,0,0,0,0,0,0,0,0
approximate,lähentää,0,0,0,0,0,0,0,0,0,0
approximately,suunnilleen,0,0,0,0,0,0,0,0,0,0
approximating,vastaten suunnilleen,0,0,0,0,0,0,0,0,0,0
approximation,likiarvo,0,0,0,0,0,0,0,0,0,0
appurtenances,varusteita,0,0,0,0,0,0,0,0,0,0
apron,esiliina,0,0,0,0,0,0,0,0,0,0
apt,osuva,1,0,0,0,0,0,0,0,0,0
aptitude,soveltuvuus,1,0,0,0,0,0,0,0,0,0
aqua,aqua,0,0,0,0,0,0,0,0,0,0
aquamarine,akvamariini,0,0,0,0,0,0,0,0,0,0
aquarium,akvaario,0,0,0,0,0,0,0,0,0,0
aquatic,vesi-,0,0,0,0,0,0,0,0,0,0
aqueduct,akvedukti,0,0,0,0,0,0,0,0,0,0
aqueous,vesi-,0,0,0,0,0,0,0,0,0,0
arable,viljelyskelpoinen,0,0,0,0,0,0,0,0,0,0
arbiter,sovittelija,0,0,0,0,0,0,0,0,0,1
arbitrate,sovittaa,0,0,0,0,0,0,0,0,0,0
arbitration,välimiesmenettely,0,0,0,1,0,0,0,0,0,0
arbitrator,välimies,0,0,0,0,0,0,0,0,0,1
arbor,lehtimaja,0,0,0,0,0,0,0,0,0,0
arc,kaari,0,0,0,0,0,0,0,0,0,0
arcade,arkadi,0,0,0,0,0,0,0,0,0,0
arch,kaari,0,0,0,0,0,0,0,0,0,0
archaeological,arkeologinen,0,0,0,0,0,0,0,0,0,0
archaeologist,arkeologi,0,0,0,0,0,0,0,0,0,0
archaeology,arkeologia,1,0,0,1,0,0,0,0,0,0
archaic,arkaainen,0,1,0,0,0,0,0,0,0,0
archbishop,arkkipiispa,0,0,0,0,0,0,0,0,0,0
arched,holvattu,0,0,0,0,0,0,0,0,0,0
archer,jousimies,0,0,0,0,0,0,0,0,0,0
archery,jousiammunta,0,0,0,0,0,0,0,0,0,0
archetype,perikuva,0,0,0,0,0,0,0,0,0,0
archipelago,saaristo,0,0,0,0,0,0,0,0,0,0
architect,arkkitehti,0,0,0,0,0,0,0,0,0,0
architecture,arkkitehtuuri,0,0,0,0,0,0,0,0,0,1
archive,arkisto,0,0,0,0,0,0,0,0,0,0
arctic,arktinen,0,0,0,0,0,0,0,0,0,0
ardent,kiihkeä,1,0,0,1,0,0,1,0,0,0
ardor,kiihko,1,0,0,0,0,0,0,0,0,0
arduous,vaivalloinen,0,1,0,0,0,0,0,0,0,0
area,alue,0,0,0,0,0,0,0,0,0,0
arena,areena,0,0,0,0,0,0,0,0,0,0
areola,areola,0,0,0,0,0,0,0,0,0,0
argent,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
argue,väitellä,0,1,1,0,0,0,0,0,0,0
argument,Perustelu,0,1,1,0,0,0,0,0,0,0
argumentation,väittely,0,0,1,0,0,0,0,0,0,0
argumentative,väittelynhaluinen,0,1,0,0,0,0,0,0,0,0
arguments,argumentit,0,0,1,0,0,0,0,0,0,0
arid,hedelmätön,0,1,0,0,0,0,0,1,0,0
aristocracy,ylhäisö,1,0,0,0,0,0,0,0,0,0
aristocrat,aristokraatti,0,0,0,0,0,0,0,0,0,0
aristocratic,aristokraattinen,1,0,0,0,0,0,0,0,0,0
arithmetic,aritmeettinen,0,0,0,0,0,0,0,0,0,0
ark,arkki,0,0,0,0,0,0,0,0,0,0
arm,käsivarsi,0,0,0,0,0,0,0,0,0,0
armada,suuri sotalaivasto,0,0,0,0,0,0,0,0,0,0
armament,aseistus,0,0,1,0,0,1,0,0,0,0
armaments,instrumentit,0,1,0,0,0,1,0,0,0,0
armature,ankkuri,0,0,0,0,0,0,0,0,0,0
armed,aseistettu,1,1,1,0,0,1,0,0,0,0
armor,panssari,1,0,0,0,0,1,0,0,0,1
armored,panssaroitu,0,0,0,0,0,1,0,0,0,0
armory,asevarasto,0,0,0,0,0,0,0,0,0,1
arms,aseet,0,0,0,0,0,0,0,0,0,0
army,armeija,0,0,0,0,0,0,0,0,0,0
aroma,aromi,1,0,0,0,0,0,0,0,0,0
arousal,kiihottumisen,0,0,0,0,0,0,0,0,0,0
arouse,herättää,1,0,0,1,0,0,0,0,0,0
arraignment,arraignment,0,1,1,0,0,1,0,1,0,0
arrange,järjestää,0,0,0,0,0,0,0,0,0,0
arranged,järjestetty,0,0,0,0,0,0,0,0,0,0
arrangement,järjestely,0,0,0,0,0,0,0,0,0,0
array,ryhmä,1,0,0,0,0,0,0,0,0,0
arrears,jälkikäteen,0,1,0,0,0,0,0,0,0,0
arrest,pidätys,0,1,0,0,0,0,0,0,0,0
arrival,saapuminen,0,0,0,1,0,0,0,0,0,0
arrive,saapua,0,0,0,1,0,0,0,0,0,0
arrogance,ylimielisyys,0,1,0,0,0,0,0,0,0,0
arrogant,ylimielinen,0,1,1,0,1,0,0,0,0,0
arrow,nuoli,0,0,0,0,0,0,0,0,0,0
arsenal,arsenaali,0,0,0,0,0,0,0,0,0,0
arsenic,arsenikki,0,1,0,0,1,1,0,1,0,0
arson,tuhopoltto,0,1,1,0,0,1,0,0,0,0
art,taide,1,0,0,1,0,0,1,1,1,0
artery,valtimo,0,0,0,0,0,0,0,0,0,0
artful,ovela,0,0,0,0,0,0,0,0,0,0
arthropod,niveljalkaisten,0,0,0,0,0,0,0,0,0,0
artichoke,artisokka,0,0,0,0,0,0,0,0,0,0
article,artikla,0,0,0,0,0,0,0,0,0,0
articles,artikkeleita,0,0,0,0,0,0,0,0,0,0
articulate,artikuloitu,1,0,0,0,0,0,0,0,0,0
articulation,artikulaatio,1,0,0,0,0,0,0,0,0,0
artifice,temppu,0,0,0,0,0,0,0,0,0,0
artillery,tykistö,0,1,0,0,0,1,0,0,0,0
artisan,käsityöläinen,1,0,0,0,0,0,0,0,0,0
artist,taiteilija,0,0,0,0,0,0,0,0,0,0
artiste,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
artistic,taiteellinen,1,0,0,0,0,0,0,0,0,0
artists,Taiteilijat,0,0,0,0,0,0,0,0,0,0
ascend,nousta,0,0,0,0,0,0,0,0,0,0
ascendancy,ylemmyys,1,0,0,0,0,0,0,0,0,0
ascension,nousu,0,0,0,0,0,0,0,0,0,0
ascent,nousu,1,0,0,0,0,0,0,0,0,0
ascertain,varmistaa,0,0,0,0,0,0,0,0,0,0
ascertained,varmistettu,0,0,0,0,0,0,0,0,0,0
ascetic,askeettinen,0,0,0,0,0,0,0,0,0,0
ash,tuhka,0,1,0,0,0,0,0,0,0,0
ashamed,häpeissään,0,1,0,0,1,0,0,1,0,0
ashes,tuhkat,0,1,0,0,0,0,0,1,0,0
asleep,unessa,0,0,0,0,0,0,0,0,0,0
asp,aspiskyy,0,0,0,0,0,1,0,0,0,0
aspartame,aspartaami,0,0,0,0,0,0,0,0,0,0
aspect,näkökohta,0,0,0,0,0,0,0,0,0,0
aspects,näkökohdat,0,0,0,0,0,0,0,0,0,0
asphalt,asfaltti,0,0,0,0,0,0,0,0,0,0
aspiration,toive,1,0,0,1,0,0,1,0,1,1
aspire,tavoitella jtk,1,0,0,1,0,0,1,0,0,0
aspiring,kunnianhimoinen,1,0,0,1,0,0,1,0,0,1
ass,perse,0,1,0,0,0,0,0,0,0,0
assail,ahdistaa,0,1,1,0,0,1,0,0,1,0
assailant,hyökkääjä,0,1,1,0,0,1,0,1,0,0
assassin,salamurhaaja,0,1,1,0,0,1,0,1,0,0
assassinate,murhata,0,1,1,0,0,1,0,0,0,0
assassination,salamurha,0,1,1,0,0,1,0,1,0,0
assault,hyökkäys,0,1,1,0,0,1,0,0,0,0
assay,määritys,0,0,0,0,0,0,0,0,0,0
assemblage,kokoontuminen,0,0,0,0,0,0,0,0,0,0
assemble,koota,0,0,0,0,0,0,0,0,0,0
assembled,koolla,0,0,0,0,0,0,0,0,0,0
assembly,kokoonpano,1,0,0,0,0,0,0,0,0,1
assent,suostumus,1,0,0,0,0,0,0,0,0,0
assert,puolustaa,0,0,0,0,0,0,0,0,0,0
asserting,väittäen,1,0,0,0,0,0,0,0,0,1
assertion,väite,0,0,0,0,0,0,0,0,0,0
assess,arvioida,0,0,0,0,0,0,0,0,0,0
assessment,arviointi,0,0,0,0,0,0,0,0,1,1
assessor,arvioija,0,0,0,0,0,0,0,0,0,1
assets,varat,1,0,0,0,0,0,0,0,0,0
asshole,kusipää,0,1,1,0,1,0,0,0,0,0
assign,luovuttaa,0,0,0,0,0,0,0,0,0,0
assignee,siirronsaajalle,0,0,0,0,0,0,0,0,0,1
assignment,toimeksianto,0,0,0,0,0,0,0,0,0,0
assimilate,omaksua,0,0,0,0,0,0,0,0,0,0
assimilation,assimilaatio,0,0,0,0,0,0,0,0,0,0
assist,avustaa,1,0,0,0,0,0,0,0,0,1
assistance,apu,1,0,0,0,0,0,0,0,0,0
assistant,avustaja,0,0,0,0,0,0,0,0,0,0
associate,kumppani,1,0,0,0,0,0,0,0,0,1
association,yhdistys,0,0,0,0,0,0,0,0,0,1
assorted,valikoituja,0,0,0,0,0,0,0,0,0,0
assortment,lajitelma,0,0,0,0,0,0,0,0,0,0
assuage,tyynnyttää,1,0,0,0,0,0,0,0,0,0
assumed,oletettu,0,0,0,0,0,0,0,0,0,0
assuming,olettaen että,0,0,0,0,0,0,0,0,0,0
assumption,olettamus,0,0,0,0,0,0,0,0,0,0
assurance,varmuus,1,0,0,0,0,0,0,0,0,1
assure,vakuuttaa,0,0,0,0,0,0,0,0,0,1
assured,varma,1,0,0,0,0,0,0,0,0,1
assuredly,varmasti,0,0,0,0,0,0,0,0,0,1
asterisk,tähtimerkki,0,0,0,0,0,0,0,0,0,0
asteroids,asteroidit,0,0,0,0,0,0,0,0,0,0
astigmatism,hajataittoisuus,0,0,0,0,0,0,0,0,0,0
astonishingly,NO TRANSLATION,1,0,0,0,0,0,0,0,1,0
astonishment,hämmästys,1,0,0,0,0,0,1,0,1,0
astral,astraaliruumis,0,0,0,0,0,0,0,0,0,0
astray,harhaan,0,1,0,0,0,1,0,0,0,0
astringent,supistava,0,1,0,0,0,0,0,0,0,0
astrologer,astrologi,1,0,0,1,0,0,0,0,0,0
astrology,astrologia,0,0,0,0,0,0,0,0,0,0
astronaut,astronautti,1,0,0,0,0,0,0,0,0,0
astronomer,tähtitieteilijä,1,0,0,1,0,0,0,0,0,0
astronomy,tähtitiede,0,0,0,0,0,0,0,0,0,0
astute,neuvokas,1,0,0,0,0,0,0,0,0,0
asunder,kappaleiksi,0,0,0,0,0,0,0,0,0,0
asylum,turvapaikka,0,1,0,0,0,1,0,0,0,0
asymmetric,epäsymmetrinen,0,0,0,0,0,0,0,0,0,0
asymmetry,epäsymmetria,0,0,0,0,1,0,0,0,0,0
asymptotic,asymptoottinen,0,0,0,0,0,0,0,0,0,0
atelier,ateljee,0,0,0,0,0,0,0,0,0,0
atheism,ateismi,0,1,0,0,0,0,0,0,0,0
atheist,ateisti,0,0,0,0,0,0,0,0,0,0
atheistic,ateistinen,0,0,0,0,0,0,0,0,0,0
atherosclerosis,ateroskleroosi,0,1,0,0,0,1,0,1,0,0
athlete,urheilija,1,0,0,0,0,0,0,0,0,0
athletic,urheilu-,1,0,0,0,0,0,0,0,0,0
athleticism,urheilullisuuden,0,0,0,0,0,0,0,0,0,0
athletics,yleisurheilu,0,0,0,0,0,0,0,0,0,0
atlas,kartasto,0,0,0,0,0,0,0,0,0,0
atmosphere,ilmapiiri,0,0,0,0,0,0,0,0,0,0
atmospheric,ilmakehän,0,0,0,0,0,0,0,0,0,0
atoll,atolli,0,0,0,0,0,0,0,0,0,0
atom,atomi,1,0,0,0,0,0,0,0,0,0
atomic,atomi-,0,0,0,0,0,0,0,0,0,0
atone,sovittamaan,1,0,0,1,0,0,1,0,0,1
atonement,sovitus,1,0,0,0,0,0,0,0,0,0
atrium,atrium,0,0,0,0,0,0,0,0,0,0
atrocious,julma,0,1,1,0,1,0,0,0,0,0
atrocity,julmuus,0,1,1,0,1,1,0,1,0,0
atrophy,surkastuminen,0,1,0,0,1,1,0,1,0,0
attach,liittää,0,0,0,0,0,0,0,0,0,0
attachment,liite,1,0,0,0,0,0,0,0,0,0
attack,hyökkäys,0,1,1,0,0,1,0,0,0,0
attacking,hyökkää,0,1,1,0,1,1,0,1,1,0
attain,saavuttaa,0,0,0,0,0,0,0,0,0,0
attainable,saavutettavissa oleva,1,0,0,1,0,0,0,0,0,0
attainment,saavuttaminen,1,0,0,0,0,0,0,0,0,0
attempt,yrittää,0,0,0,1,0,0,0,0,0,0
attendance,läsnäolo,0,0,0,1,0,0,0,0,0,0
attendant,liittyvä,1,0,0,0,0,0,0,0,0,1
attention,huomio,1,0,0,0,0,0,0,0,0,0
attentive,tarkkaavainen,1,0,0,0,0,0,0,0,0,1
attenuate,vaimentaa,0,0,0,0,0,0,0,0,0,0
attenuated,heikennetty,0,1,0,0,0,0,0,0,0,0
attenuation,vaimennus,0,1,0,0,0,0,0,1,0,0
attest,osoittaa,1,0,0,0,0,0,0,0,0,1
attestation,todistaminen,0,0,0,0,0,0,0,0,0,1
attic,ullakko,0,0,0,0,0,0,0,0,0,0
attire,pukea,0,0,0,0,0,0,0,0,0,0
attitude,asenne,0,0,0,0,0,0,0,0,0,0
attorney,asianajaja,1,0,1,0,0,1,0,0,0,1
attraction,vetovoima,1,0,0,0,0,0,0,0,0,0
attractiveness,houkuttelevuutta,1,0,0,0,0,0,0,0,0,0
attributable,johtuva,0,0,0,0,0,0,0,0,0,0
attribute,ominaisuus,0,0,0,0,0,0,0,0,0,0
attribution,Nimeä,0,0,0,0,0,0,0,0,0,0
attrition,hankaaminen,0,0,0,0,0,0,0,0,0,0
auburn,kullanruskea,0,0,0,0,0,0,0,0,0,0
auction,Huutokauppa,0,0,0,1,0,0,0,0,0,0
auctioneer,meklari,0,0,0,0,0,0,0,0,0,0
audacious,uskalias,0,0,0,0,0,0,0,0,0,0
audacity,rohkeus,0,1,0,0,0,0,0,0,0,0
audible,kuuluva,0,0,0,0,0,0,0,0,0,0
audience,yleisö,0,0,0,1,0,0,0,0,0,0
audit,tarkastaa,0,0,0,0,0,0,0,0,0,0
audition,esiintymiskoe,0,0,0,0,0,0,0,0,0,0
auditor,tilintarkastaja,0,0,0,0,0,1,0,0,0,1
auditorium,auditorio,0,0,0,0,0,0,0,0,0,0
auditory,auditiivinen,0,0,0,0,0,0,0,0,0,0
aught,mitään,0,0,0,0,0,0,0,0,0,0
augment,lisätä,1,0,0,0,0,0,0,0,0,0
augmentation,lisääminen,0,0,0,0,0,0,0,0,0,0
august,elokuu,1,0,0,0,0,0,0,0,0,0
aunt,täti,1,0,0,0,0,0,0,0,0,1
aura,aura,1,0,0,0,0,0,0,0,0,0
aurora,aamurusko,0,0,0,0,0,0,0,0,0,0
auspices,suojeluksessa,0,0,0,0,0,0,0,0,0,0
auspicious,lupaava,1,0,0,1,0,0,1,0,0,0
austere,karu,0,1,0,0,0,1,0,1,0,0
austerity,ankaruus,0,1,0,0,0,0,0,0,0,0
authentic,aito,1,0,0,0,0,0,1,0,0,1
authenticate,todentaa,0,0,0,0,0,0,0,0,0,1
authentication,todennus,0,0,0,0,0,0,0,0,0,1
authenticity,aitous,1,0,0,0,0,0,0,0,0,1
author,kirjailija,1,0,0,0,0,0,0,0,0,1
authoritative,arvovaltainen,1,0,0,0,0,0,0,0,0,1
authority,auktoriteetti,1,0,0,0,0,0,0,0,0,1
authorization,valtuutus,1,0,0,0,0,0,0,0,0,1
authorize,valtuuttaa,0,0,0,0,0,0,0,0,0,1
authorized,valtuutettu,1,0,0,0,0,0,0,0,0,0
authorship,kirjailijanura,0,0,0,0,0,0,0,0,0,0
